config,source_article,logical_fallacies,text_vi
edu,"You got a cold two nights ago but last night you stayed up really late and now you are no longer sick, so it must be because you stayed up really late last night. What fallacy is being committed?",false causality,"Bạn bị cảm hai tối trước nhưng tối qua bạn thức rất khuya và giờ bạn hết bệnh rồi, vậy chắc chắn là do tối qua bạn thức khuya rồi. Đây là ngụy biện gì vậy?"
edu,"That type of car is poorly made; a friend of mine has one, and it continually gives him trouble.",faulty generalization,Loại xe đó làm kém lắm; bạn tôi có một chiếc và nó hỏng hóc suốt thôi.
edu,"Autumn is trying to raise money for her university's library. In her address to the board of trustees, she says, ""We must raise tuition to cover the cost of new books. Otherwise the library will be forced to close.""

Of what fallacy is this an example?",false dilemma,"Autumn đang cố gây quỹ cho thư viện trường đại học. Khi phát biểu trước hội đồng quản trị, cô ấy nói: ""Chúng ta phải tăng học phí để bù vào chi phí mua sách mới. Nếu không, thư viện sẽ buộc phải đóng cửa."" Đây là ví dụ của ngụy biện gì?"
edu,"If we don’t bail out the big automakers, the US economy will collapse.  Therefore, we need to bail out the automakers.",appeal to emotion,"Nếu chúng ta không cứu trợ các hãng sản xuất ô tô lớn, nền kinh tế Mỹ sẽ sụp đổ. Do đó, chúng ta cần phải cứu trợ các hãng ô tô này."
edu,Verizon advertising the newest Samsung Galaxy phone that they claim everyone else who has bought it loves the new product.,ad populum,Verizon quảng cáo mẫu điện thoại Samsung Galaxy mới nhất và khẳng định rằng tất cả những người đã mua đều mê mẩn sản phẩm mới này.
edu,I think that businesses should not have to limit the amount of pollutants they  release into the atmosphere because Rush Limbaugh says that there is no real  evidence for industrial pollutants causing the Greenhouse Effect.,fallacy of credibility,Tôi nghĩ các doanh nghiệp không nên bị giới hạn lượng khí thải ra môi trường vì Rush Limbaugh nói rằng chẳng có bằng chứng thực tế nào cho thấy chất thải công nghiệp gây ra hiệu ứng nhà kính cả.
edu,I don’t see what’s wrong with engaging the services of a professional escort.,appeal to emotion,Tôi chẳng thấy có gì sai khi sử dụng dịch vụ của một chuyên gia hộ tống cả.
edu,"""Dra. Vicky Belo said that all kind of cars need fuel to start.""

What fallacy is being committed in the sentence above?",fallacy of credibility,"""Bác sĩ Vicky Belo nói rằng mọi loại xe đều cần nhiên liệu để khởi động."" Câu trên đã mắc phải ngụy biện gì?"
edu,We surveyed all the customers in the store and they all agreed that staying open 24 hours would be a great idea. We need to put together a 24-hour schedule as soon as possible.,ad populum,Chúng tôi đã khảo sát tất cả khách hàng trong cửa hàng và họ đều đồng ý rằng việc mở cửa 24/24 là một ý tưởng tuyệt vời. Chúng ta cần triển khai lịch hoạt động 24 giờ càng sớm càng tốt.
edu,John agrees with me that drinking energy drinks are bad for you. ,fallacy of credibility,John đồng ý với tôi rằng uống nước tăng lực rất có hại cho sức khỏe.
edu,"I know you don’t like the kitty-cat sweater that Grandma knitted for you, but she worked so hard on it and it will make her happy to see you wear it in the family holiday photo.",appeal to emotion,"Tôi biết là cậu không thích chiếc áo len hình mèo mà bà đan cho cậu, nhưng bà đã vất vả lắm mới đan xong nó, và việc nhìn thấy cậu mặc chiếc áo đó trong bức ảnh gia đình dịp lễ sẽ khiến bà vui lòng đấy."
edu,"Dicky: So how do you think life began?
Ralphie: Simple.  Aliens from another planet seeded this planet with life billions of years ago.
Dicky: OK, but how did that alien life form begin?
Ralphie: Simple.  Aliens from another planet seeded that planet with life.
",circular reasoning,"Dicky: Vậy cậu nghĩ sự sống bắt đầu như thế nào?
Ralphie: Đơn giản thôi. Những người ngoài hành tinh từ một hành tinh khác đã gieo mầm sự sống lên hành tinh này hàng tỷ năm trước.
Dicky: Được rồi, nhưng dạng sống ngoài hành tinh đó đã bắt đầu như thế nào?
Ralphie: Đơn giản thôi. Những người ngoài hành tinh từ một hành tinh khác đã gieo mầm sự sống lên hành tinh đó."
edu,"Thanks to her enduring popularity with employees, Annie Smith is the best-liked CEO in our company's history.",ad hominem,"Nhờ sự yêu mến bền bỉ từ nhân viên, Annie Smith là vị CEO được lòng mọi người nhất trong lịch sử công ty chúng ta."
edu,"Justin Beiber wears Ray Bans, so you should buy a pair to wear in the sun.",ad populum,"Justin Bieber đeo kính Ray-Ban, nên bạn cũng nên mua một cặp để đeo khi ra nắng đi."
edu,God exists because the Bible says so. The Bible is a reliable source because it is the  word of God.,circular reasoning,Chúa tồn tại vì Kinh Thánh nói như vậy. Kinh Thánh là nguồn đáng tin cậy vì đó là lời của Chúa.
edu,"Ralph Nader and Pat Buchanan are banging at the doors, and the political establishment, consisting of both politicians and the media, seems determined not to let them in on the grounds that they have no public support.",circular reasoning,"Ralph Nader và Pat Buchanan đang đập cửa đòi vào, nhưng giới chính trị, bao gồm cả các chính trị gia và truyền thông, dường như quyết tâm không cho họ vào với lý do họ không được công chúng ủng hộ."
edu,marijuana shouldn’t be legalized because it wasn’t socially acceptable.,circular reasoning,Cần sa không nên được hợp pháp hóa vì nó vốn không được xã hội chấp nhận.
edu,the following is an example of...,faulty generalization,Ví dụ dưới đây là về...
edu,"While I think most people shouldn't be allowed to falsely claim they need a support animal on airplanes, I really do need my dog to calm me down. It's not my fault my doctor won't give me authorization.",intentional,"Mặc dù tôi nghĩ đa số mọi người không nên lạm dụng việc khai gian cần động vật hỗ trợ trên máy bay, nhưng tôi thực sự cần chú chó của mình để trấn tĩnh. Chẳng phải lỗi của tôi khi bác sĩ không chịu cấp giấy phép."
edu,"""Everyone uses Social Media to fundraise, therefore there's no problem with asking for money on social media sites as long as it's going to charity"" SHOWS evidence of what fallacy?",ad populum,"Câu ""Ai cũng dùng mạng xã hội để gây quỹ, vì vậy chẳng có vấn đề gì khi kêu gọi tiền trên các trang mạng xã hội miễn là vì mục đích từ thiện"" là bằng chứng cho ngụy biện nào?"
edu,Cell phones stop students from concentrating in class because they are distracting.,circular reasoning,Điện thoại di động khiến học sinh không thể tập trung trong lớp vì chúng gây xao nhãng.
edu,"Person #1: We need to start high school later in the morning.
Person #2: Oh, so you think we should all just sleep in until noon and have school until it gets dark?",fallacy of extension,"Người 1: Chúng ta cần bắt đầu giờ học muộn hơn vào buổi sáng. Người 2: Ồ, vậy ý bạn là chúng ta nên ngủ nướng đến tận trưa rồi học đến tối mịt luôn hả?"
edu,"""You asked me why the unemployment rate has increased once more, but I'm going to tell you what has an even worse effect on morale in this country.""",fallacy of relevance,"Bạn hỏi tôi tại sao tỷ lệ thất nghiệp lại tăng, nhưng tôi sẽ cho bạn thấy thứ còn gây ảnh hưởng tệ hơn nhiều đến tinh thần quốc gia này."
edu,People who read are smart.,faulty generalization,Người đọc sách thì thông minh.
edu,"He was born to Catholic parents and raised as a Catholic until his confirmation in 8th grade.  Therefore, he is bound to want to defend some Catholic traditions and, therefore, cannot be taken seriously.",ad hominem,"Anh ta sinh ra trong gia đình Công giáo và theo đạo cho đến khi lãnh nhận bí tích thêm sức vào năm lớp 8. Vì thế, chắc chắn anh ta sẽ muốn bảo vệ các truyền thống Công giáo và do đó, không thể coi trọng ý kiến của anh ta được."
edu,"Pvt. Joe Bowers: What are these electrolytes? Do you even know?
Secretary of State: They're... what they use to make Brawndo!
Pvt. Joe Bowers: But why do they use them to make Brawndo?
Secretary of Defense: [raises hand after a pause] Because Brawndo's got electrolytes.",circular reasoning,"Binh nhì Joe Bowers: Chất điện giải đó là gì vậy? Anh có biết không?
Bộ trưởng Ngoại giao: Đó là... thứ họ dùng để làm ra Brawndo!
Binh nhì Joe Bowers: Nhưng tại sao họ lại dùng chúng để làm Brawndo?
Bộ trưởng Quốc phòng: [giơ tay sau một lúc ngập ngừng] Vì Brawndo có chứa chất điện giải."
edu,"All Greek food causes illness;  when I traveled through Greece, I got food  poisoning.",faulty generalization,Tất cả đồ ăn Hy Lạp đều gây bệnh; tôi đã bị ngộ độc thực phẩm khi đi du lịch qua đó.
edu,"“I really deserve an “A” on this paper, professor. Not only did I study during my grandmother’s funeral, but I also passed up the heart transplant surgery, even though that was the first matching donor in 3 years.”",appeal to emotion,"Thưa giáo sư, em thực sự xứng đáng nhận điểm A. Em không những học bài ngay trong đám tang bà em, mà còn từ bỏ cả ca phẫu thuật ghép tim dù đó là người hiến tặng phù hợp đầu tiên sau 3 năm đấy ạ."
edu,"If everyone lived his or her life exactly like Jesus lived his life, the world would be a beautiful place!",appeal to emotion,"Nếu ai cũng sống cuộc đời của mình y hệt như cách Chúa Jesus đã sống, thế giới này sẽ là một nơi tuyệt vời!"
edu,I called my friend and he didn't answer. He wasn't home or he was dead.,false dilemma,Tôi gọi cho bạn tôi nhưng cậu ấy không nghe máy. Chắc là cậu ấy không có nhà hoặc là đã chết rồi.
