topic,argument,key_point,stance,label
We should abandon marriage,marriage is a sacred act in several religions and abandoning it removes that from them. we can't do that.,Marriage provides important financial benefits,-1,0
We should abandon marriage,marriage is a sacred agreement between two people and should be honored,Marriage benefits children,-1,0
We should abandon marriage,marriage is a sacred agreement between two people and should be honored,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,marriage is a sacred agreement between two people and should be honored,Marriage makes people happy,-1,0
We should abandon marriage,marriage is a sacred agreement between two people and should be honored,Marriage makes the couple closer,-1,0
We should abandon marriage,marriage is a sacred agreement between two people and should be honored,Marriage provides important financial benefits,-1,0
We should abandon marriage,marriage is a sacred bond that is highly regarded in various religions.,Marriage benefits children,-1,0
We should abandon marriage,marriage is a sacred bond that is highly regarded in various religions.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,marriage is a sacred bond that is highly regarded in various religions.,Marriage makes people happy,-1,0
We should abandon marriage,marriage is a sacred bond that is highly regarded in various religions.,Marriage makes the couple closer,-1,0
We should abandon marriage,marriage is a sacred bond that is highly regarded in various religions.,Marriage provides important financial benefits,-1,0
We should abandon marriage,marriage is a sacred thing for many people and should not be abandoned.,Marriage benefits children,-1,0
We should abandon marriage,marriage is a sacred thing for many people and should not be abandoned.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,marriage is a sacred thing for many people and should not be abandoned.,Marriage makes people happy,-1,0
We should abandon marriage,marriage is a sacred thing for many people and should not be abandoned.,Marriage makes the couple closer,-1,0
We should abandon marriage,marriage is a sacred thing for many people and should not be abandoned.,Marriage provides important financial benefits,-1,0
We should abandon marriage,marriage is a social construct to oppress women & is backed by & enforced by the patriarchy,Marriage preserves norms that are harmful for women,1,1
